sentence,length
oñ i ka ñw ifro̩n eju amone̩ ane̩ le̩ kakini iche̩wñ ki duwe̩ e̩do̩ nagbo̩ko̩buwe̩ e̩ gbe̩mi alu aja oko kide̩ nadu ñw e̩ mu gba o̩wo̩mi tak u nade̩ne̩mi ki ku ji o̩mo̩,168
oñ ifro̩n dohi ñw ebraham kakini,32
odumi netiro̩lami e̩bu ane̩ ko̩ko̩wñ che she̩ke̩l ajifa ulo̩gwa abele̩ ache agbagba omi kpai uwe̩ todule̩ e̩ de̩ne̩we̩ ki ku ji ke,130
oñ ebraham netiro̩la ifro̩n tak ebraham fajifa le̩ ñwa ñw ifro̩n owñ cheki ka eju amo̩ma he̩t le̩ ajifa ulo̩gwa owñ cho̩ko̩ amanyaja e̩gba le̩,142
abe̩le̩ oko ifro̩n ki de̩ makpila ki do̩gba mamre le̩ o̩ko̩ le̩ kpai o̩wo̩ ki defuwñ kpai oli du ki joko le̩ eki jejefu alo̩me̩wñ daka,134
mud e̩wñ kebraham ne̩ eju amo̩ma he̩t eju amone̩ du ku ma gudu walaku ewowñ le̩,79
tak ubi ele̩ ebraham du sara o̩yawñ ji ef owo oko makpila eki do̩gba mamre̩ le̩ owñ che he̩bro̩n oj ane̩ kenan,110
oñ amo̩ma he̩t moko le̩ kpai owo kl defuwñ ko ñw ebraham pioo ki ne̩ chane̩ ugbo ki akabowñ ji,94
aise̩k kpai ribe̩ka no̩lama,27
oñ ebraham mud ogijo i chanagbo nana jihofa la de̩nyo̩ ñw ebraham ef e̩wñ du,76
tak ebraham ka ñw aduwñ ki chogijo unyiwñ eke̩wñ du ki ne̩ jef o̩wo̩wñ kakini nagbo̩ko̩buwe̩ ke̩ mo̩wo̩we̩ ko nutami,116
oñ naje̩ ñw e̩ fu jihofa ki cho̩jo̩ efojale kpai ane̩ile̩ go̩ ka kuwe̩ ano̩ya ñw o̩mami kwef amo̩ma onobule̩ abo kenan ekomi gugu efumai n,138
e̩ muda alo tane̩mi tugbo amefumi ke̩ fo̩ya ne̩ ñw o̩mami aise̩k,64
tak adu le̩ ka ñw u kakini iche̩wñ konobule̩ le̩ ma je̩ tumi ubi wane̩i n fa i dukpe̩ ku nadabi do̩mawe̩ lo tane̩ ugbo ke̩ kwo wa le̩,133
tak ebraham ka ñw u kakini e̩ ki gbe̩do̩ edo̩mami nyo̩mo̩ n,59
jihofa o̩jo̩ efojale ki mumi du kwef unyi atami kpai kwoj ane̩ ugbo ku ma bi mi ki ño̩ ko̩la ñwu mi ki laño̩ fo̩lawñ go̩ ñwu mi kakini omi adane̩ kide̩ ñw ugbe̩we̩ owñ le̩ akpe̩ onuche̩wñ to̩gbawe̩ tak uwe̩ ano̩ya kwo̩mo̩ wa ñw o̩mami,234
iche̩wñ konobule̩ le̩ ma je̩ te̩ ubi n e̩gba le̩ ego̩ ke̩ go̩i afuwe̩ oji e̩ ki muda do̩mami nyo̩mo̩ ge̩ n,106
abe̩le̩ adu le̩ mo̩wo̩wñ du nuta ebraham oñ i fu go̩ ñw u ugbo o̩la le̩,71
tak adu le̩ maminyakulumi oduwñ me̩gwa ko oñ i le e̩wñ e̩nyo̩ oduwñ du jef o̩wo̩wñ oñ i kwane̩ i le tu me̩sopotemia ewo neho̩r le̩,130
tak i je̩ ñw aminyakulumi kokuku nyane̩ o̩do̩da ewo le̩ ugbo obuga omi e̩gba ane̩ owñ chiko kabobule̩ nyakpomi,110
tak i kakini o jihofa o̩jo̩ odumi ebraham e̩ ki je̩ ñwu noji ñwu mi eñini nagbo̩ko̩be̩ ke̩ la mo̩la ñw odumi ebraham,116
go omi dago alu e̩bi omii oñ amo̩ma onobule̩ abo ewoi dufu awai ku ma kpa omi,77
e̩ ki je̩ ki wache kigbe̩le̩ ku naka ñw u kakini e̩ dotube̩we̩ wane̩ ku nañmo̩ agba kowñ aka ñwu mi kakini ñmo̩ ku naño̩ du ñw aminyakulumiwe̩ ñmo̩ ge̩owñ le̩ ki che̩ne̩ kuwe̩ tu tane̩ ñw aduwe̩ aise̩k lugbo kide̩ oñ nama ka kuwe̩ mo̩la ñw odumi,245
oñ i lewatu o̩gba tak i fo̩la le̩ ka kpa go ribe̩ka ku ma bi ñwu be̩tue̩l o̩ma milka ki cho̩ya neho̩r o̩maye ebraham le̩ kwodufu wa oñ i notube̩ ikawñ,150
igbe̩le̩ le̩ la chuto̩ eju tabale i me̩ne̩ke̩le̩ mama ta n e̩ne̩ke̩le̩ du la mo̩ n owñ le̩ nyugbo e̩bi omi le̩ oñ i kpa omi nyotube̩wñ e̩ko̩ oñ i mute̩gu wa,156
tak adu le̩ fule ledo i kakini domi otube̩we̩ ñwu mi ñmo̩ pe̩ agba,66
tak i kakini ñmo̩ odumi i la motube̩wñ ro̩gu no̩wo̩wñ piopio oñ i du ñw u ñmo̩,78
tak e̩gba ki mudu ñw u ñmo̩ kpa i kakini naño̩ kpa todu aminyakulumiwe̩ ge̩ gbogbo tak i buma jo̩,97
tak i hiane̩ oñ i momi otube̩wñ dudanyagbada tak i ño̩ dabi fule nyugbo obuga ki kpa i la kpa todu aminyakulumiwñ chaka,119
oñ e̩ne̩ le̩ kejuru chii i chechi dago ki ma abe̩ku jihofa je̩ ñw ule̩wñ la ra ñw u abe̩k i je̩ n,97
oñ i lewatu abu kaminyakulumi fomi ñmo̩ kpa tak e̩ne̩ le̩ melika o̩jamalia kuwojiwñ chukpeji she̩ke̩l oka kpai ude̩ o̩wo̩ meji kuwojiwñ cho̩jamalia she̩ke̩l me̩gwa ko tod o̩wo̩wñ,178
oñ i kakini o̩ma e̩ne̩ uwe̩ che ka ñwu mi agba uña do̩mo̩ unyi atawe̩ ka ru,75
tak i ka ñw u kakini o̩ma be̩tue̩l ki cho̩ma ku milka bi ñwu neho̩r u che,73
i ño̩ ka ñw u ge̩ kakini a chene̩ e̩gbe ku ma dachi ojiwñ kpai ije̩ ki buma jo̩ uña la def unyi ke̩ ru,102
tak e̩ne̩ le̩ foji dalo̩ i la dojikane̩ ñwu jihofa,50
oñ i kakini jihofa ki cho̩jo̩ odumi ebraham ki nele owñ cho̩jo̩ ki ma mufe̩do̩e̩nyo̩wñ kpai ochochiwñ ko bodumi te̩ n i chemi jihofa fumi ne̩ le o̩na tunyi amo̩maye odumi,170
tak igbe̩le̩ le̩ fule naka o̩la e̩wñi du ñw abo unyi iyewñ,58
ribe̩ka la chene̩ o̩maye e̩ne̩ke̩le̩ koduwñ ko̩ leban oñ leban le̩ fule dufu nyugbo e̩ne̩ le̩ ugbo e̩bi omi ka ka le̩,117
oñ i lewatu e̩gba ki felika le̩ li kpai ude̩ o̩wo̩ ki jo̩wo̩ o̩mayewñ ki ño̩ gbo̩la ribe̩ka o̩mayewñ ka kabe̩le̩ e̩ne̩ le̩ ka ñwu mi i la wugbo e̩ne̩ le̩ me̩ go i dago ugbo aminyakulumi alu e̩bi omi le̩,202
tak i kakini guduwa uwe̩ ki jihofa de̩nyo̩ ñw u le̩ e̩wñ chi ke̩ dago o̩dodai todu omi funyi ñwo̩che kpai uña todu aminyakulumi,127
tak e̩ne̩ le̩ mugudu wef unyi oñ leban mane̩ aminyakulumi tu jane̩ i la megbe kpai ije̩ todu aminyakulumi ko ñw u kpai omi ki adu gwe̩ e̩re̩wñ kpai e̩re̩ abo ku ma jugbowñ,171
taku ma duje̩wñ gugu o̩gbawñ ki je̩ ama i kakini u je̩ ta n i che̩gba ku fuche̩mi je̩ru me̩ ta oñ i kakini kwoka ke n,117
tak i kakini adu ebraham omi che,32
jihofa me̩nyo̩ du ñw odumi ololo i la mud anana i la mame̩wño̩re̩ egini kpai amokuno̩ kpai ajifa kpai o̩jamalia kpai amadu e̩ne̩ke̩le̩ kpai onobule̩ kpai aminyakulumi kpai amo̩ke̩ke̩te̩ ko ñw u,193
sara o̩ya odumi le̩ la fo̩ma e̩ne̩ke̩le̩ bi ñw odumi o̩jo̩ ogijowñ i la me̩wñ du ki ne̩ ko ñw o̩ma le̩,102
oñ odumi je̩ ñwu mi fu go̩ kakini uwe̩ ano̩ya ñw o̩mami kwef amo̩ma onobule̩ abo kenan ku gugu oj ane̩mai n,107
e̩ muda nalo tunyi atami ugbo abomi ke̩ la fo̩ya ne̩ ñw o̩mami,62
tak u ka ñw odumi kakini ikani onobule̩ le̩ aje̩ atumi ubi n,60
oñ i ka ñwu mi kakini jihofa ku nalule̩ o̩gbawñ owñ akpe̩ onuche̩wñ lebuwe̩ ki je̩ ñw ule̩we̩ ki ra ñw e̩ oñ uwe̩ ano̩ya ñw o̩mami ugbo abomi kpai ugbo abo unyi atami,166
tak eke̩ go̩ ñwu mi afuwe̩ oji owñ che̩gba ke̩ lewa ogbo abomi ku ma ma du ñw e̩ n mak ego̩ ke̩ go̩ ñwu mi afuwe̩ oji,117
oñ omi lewa eñinii ugbo e̩bi omi le̩ u kakini o jihofa o̩jo̩ odumi ebraham iche̩wñ kuwe̩ je̩ kule̩mi ku lei ki ra ñwu mi,120
go omi dago alu e̩bi omii e̩ che ki lewatu kigbe̩le̩ ki fo̩wo̩ mo̩lawñ ne̩ ki adufu wa akpa omi eku naka ñw u kakini agba e̩ che omi otube̩we̩ ñwu mi ñmo̩ pe̩,158
kowñ le̩ aka ñwu mi kakini uwe̩ ki ñmo̩ ku naño̩ kpa tod aminyakulumiwe̩ ge̩ e̩ne̩ le̩ ki mud onobule̩ ku jihofa tu te̩ tod o̩ma odumi,134
u la ko̩la le̩ ef e̩do̩mi kpa n go ribe̩ka kwo dufu wa otube̩wñ nikawñ oñ i gwo̩ru nyugbo e̩bi omi le̩ akpa tak u ka ñw u kakini o̩ko̩ nagba be̩ ke̩ che mi ñmo̩,160
oñ i hika motube̩wñ ro̩gu wane̩ bojikawñ te̩ i kakini ñmo̩ tak u naño̩ du ñw aminyakulumiwe̩ ñmo̩ ge̩ abe̩le̩ u ñmo̩ tak i ño̩ je̩ ñw aminyakulumi ñmo̩ ge̩,155
tak omi towñ ene kakini o̩ma e̩ne̩ uwe̩ che i kakini o̩ma be̩tue̩l o̩ma neho̩r ku milka bi ñw u tak u melika le̩ du tunyu iñmo̩wñ u ño̩ kude̩ nyu o̩wo̩,151
tak u fojimi dalo̩ oñ u dojikane̩ ñwu jihofa u laño̩ kele jihofa o̩jo̩ odumi ebraham ki du mi le̩ o̩na ochochi ku fo̩ma o̩maye odumi ne̩ ñw o̩mawñ,146
oñ ifai iche̩wñ ku me̩ amo̩la ñw odumi ku me̩ achochochi kpowñ me̩ ka ñwu mi i ma dabe̩le̩ n ka ñwu mi ku rida to̩wo̩ awo̩to̩ abe̩k o̩wo̩ awohi,143
e̩gba le̩ leban kpai be̩tue̩l dohi ñw u kakini e̩te̩ e̩wñi kwugbo jihofa a neke ka e̩bie̩ne̩ abe̩k e̩nyo̩ ñw e̩ n,113
go ribe̩ka do̩gbawe̩ le̩ mowñ du alo ki cho̩ya o̩ma oduwe̩ alu ku jihofa ka le̩,79
oñ i lewatu e̩gba kadu ebraham gbo̩lama le̩ i fejuwñ bane̩ ma ñwu jihofa,72
tak adu le̩ ke̩wñ ijaga dufu eajifa kpai eo̩jamalia kpai ukpo oñ i muko ñwu ribe̩ka i ño̩ ke̩wñ akoko ñw o̩mayewñ kpai iyewñ ge̩,128
tak owñ kpai abo ku ma jugbowñ fe̩wñ je̩ ma la ñmo̩ oñ ma foluka le̩ o̩mo̩ taku ma kwane̩ oduduwñ oñ i kakini me̩ je̩ ñwu mi lo tugbo odumi,139
tak o̩maye igbe̩le̩ le̩ kpai iyewñ kakini je̩ ñw igbe̩le̩i ki no̩jo̩ je̩ kpai awa pe̩ ta i ki nyaro̩jo̩ me̩gwa n ubi le̩ tak i alo,130
i muda ka ñwu ma kakini me̩ ki da mi hi n todabu ku jihofa je̩ ñw ule̩mi ra ñwu mi je̩ ñwu mi lo ku nanyugbo odumi,114
taku ma kakini a ad igbe̩le̩i wa ka gbaluwñ,43
taku ma fu ribe̩ka do̩ wa oñ ma ka ñw u kakini e̩ le be̩ne̩i alo oñ i kakini nale,81
taku ma je̩ ñwu ribe̩ka o̩mayema le̩ kpai onobule̩ ki adejuto̩ kpai adu ebraham kpai abowñ ku ma lo,99
oñ ma kadua ñwu ribe̩ka ma ka ñw u kakini o̩mayewa ugbe̩we̩ ki chicham icham o̩be̩le̩ke̩te̩ ugbe̩we̩ ki ne̩ alaku abo ku ma chulaka ma,134
taku ribe̩ka kwane̩ kpai amigbe̩le̩wñ ma la tano aminyakulumi oñ ma te̩ne̩ le̩ ubi abe̩le̩ adu le̩ mu ribe̩ka du i lewñ,119
oñ aise̩k kwo̩na birlehairo̩i wa todu i gugu ane̩ owo o̩pata o̩gane̩ le̩,72
tak aise̩k no̩lada nyoko e̩gba ane̩ ki kpibe oñ i chi ejuwñ nyate̩ i la li go aminyakulumi awa,94
taku ribe̩ka chi ejuwñ nyate̩ oñ abu ki faise̩k li i mudachi kwoj inyakulumi tane̩,82
oñ i ka ñw adu le̩ kakini e̩ne̩ tale oko ki aledo wa awai oñ adu le̩ kakini odumi le̩ de̩ tak i mukpowñ du bojiwñ ma wane̩,122
tak adu le̩ me̩wñ du ki che du ka ñw aise̩k,43
oñ aise̩k monobule̩ le̩ du tef unyabo sara iyewñ i la mu ribe̩ka du oñ i mud o̩yawñ i la fe̩do̩wñ abe̩le̩ e̩do̩ aise̩k nyi ubi kiyewñ ku le̩,140
ebraham leku,12
oñ ebraham fo̩ya omune̩ ne̩ oduwñ la ko̩ ke̩tura,48
owñ le̩ fu zimran kpai jo̩kshan kpai me̩dan kpai midi an kpai ishbak kpai shua bi ñw u,86
oñ jo̩kshan fu shiba kpai dedan bi amo̩ma e̩ne̩ke̩le̩ ededan la chashurim kpai letushim kpai leumim,99
amo̩ma e̩ne̩ke̩le̩ midian la che̩fa kpai e̩fe̩r kpai hano̩k kpai abida kpai eldaa aboi chaka chamo̩ma ke̩tura,109
ebraham la me̩wñ du ki ne̩ ko ñw aise̩k,39
ebraham muda ke̩wñ chamo̩ma e̩ne̩ke̩le̩ kamabadu ebraham bi ñw u ele lale oñ abu ki adeju ta i je̩ ñwu ma kwo bo̩mawñ aise̩k te̩ to̩wo̩ olodudu toj ane̩ olodudu le̩,164
o̩jo̩ udeju ebraham la cho̩do̩ o̩gbo̩ me̩jo̩ nyoke me̩gwe̩lu,60
tak ebraham miñmi da i kwojolugbo nana tak i ku i gbo o̩do̩wñ jo̩ kpa oñ ma mu du atefu abowñ,93
tak aise̩k kpai ishmae̩l amo̩mawñ le̩ mowñ du ji ef owo makpila oko ifro̩n o̩ma zoar e̩ne̩ abo he̩t le̩ owñ cheki do̩gba mamre,126
oko ekebraham la kwo̩wo̩ amo̩ma he̩t le̩ o̩mo̩ ma debraham ji kpai sara o̩yawñ,78
oñ i lewatu anubi uku ebraham ko̩jo̩ de̩nyo̩ ñw o̩mawñ aise̩k aise̩k la gugu eti birlehairo̩i,93
o̩gba o̩gba eishmae̩l o̩ma ebraham eki hega e̩ne̩ ijipti ki chadu onobule̩ esara bi ñw ebraham le̩ de̩,102
odu amo̩ma e̩ne̩ke̩le̩ eishmae̩l la de̩ owñ choduma alu ku ma bi ma aro̩ne aro̩ne odu o̩mo̩gba ishmae̩l ko̩ nebayo̩t kpai ke̩dar kpai adbie̩l kpai mibsam,153
kpai mishma kpai duma kpai masa,31
kpai hadad kpai tema kpai jetur kpai nafish kpai kedema,55
abo le̩ chamo̩ma e̩ne̩ke̩le̩ ishmae̩l ele̩ chodu oduma ewo ewoma kpai uru uruma ma chamidachi me̩gweji o̩lo̩pu o̩lo̩puma,120
edeju kishmae̩l deju la cho̩do̩ o̩gbo̩ me̩fa nyoke me̩gwebie tak i miñmi da oñ i leku oñ ma mowñ du atefu abowñ,111
oñ ma dodo jo̩ akwo hafila gbogbo wa shur eki do̩gba ijipti abu ke̩ lo to̩wo̩ asiria i filinyane̩ eju amo̩mayewñ chaka,118
uchane̩ iso̩ kpai jeko̩b,24
ei la cho̩gba o̩gba amo̩ma aise̩k o̩ma ebraham ebraham faise̩k bi,65
o̩do̩ aise̩k la cho̩do̩ o̩gbo̩ meji e̩gba ki fu ribe̩ka o̩ma be̩tue̩l e̩ne̩ siria epadanaram o̩maye leban e̩ne̩ siria le̩ ne̩ cho̩yawñ,134
tak aise̩k rodubo̩ jihofa tod o̩yawñ todabu ki chagaji jihofa la murodubo̩wñ gbagbo̩ oñ ribe̩ka o̩yawñ fefunyo̩,111
tak amo̩mawñ jefuwñ akobo̩lama oñ i kakini abe̩le̩ e̩wñ ache mii tak i nyatu jihofa ene,87
oñ jihofa ka ñw u kakini,24
amone̩ uche̩ichi meji jefuwe̩,29
abo meji la adaru bomune̩ te̩ kwef ifiwe̩,41
okawñ anukpahiu tekeji le eogijo la are̩ ekekele,48
tak e̩gba ko̩jo̩ o̩ma ebiwñ jo̩ go ukpejima meji jefuwñ,55
eki wane̩ ejodudu la chekpikpa o̩chaka año̩lawñ dabe̩ne̩ kukpo ku ma ne̩ edudu hi oñ ma doduwñ ko̩ iso̩,103
ubi le̩ tak o̩mayewñ wane̩ o̩wo̩wñ la tato̩ agbe̩re̩ iso̩ oñ ma doduwñ ko̩ jeko̩b o̩do̩ aise̩k la cho̩do̩ o̩gbo̩ me̩ta e̩gba ko̩yawñ bi ma,138
oñ abimo̩to̩ e̩ne̩ke̩le̩ le̩ gbo̩kone̩ alo iso̩ la chado̩de̩ ki gbeju e̩ne̩ oko i che jeko̩b la che̩nami i gugu ef unyabo,121
aise̩k la fe̩do̩ iso̩ todabu ke̩la o̩de̩wñ arinyo̩ aluwñ ribe̩ka muda fe̩do̩ jeko̩b,83
jeko̩b la no̩je̩ ahi ikoka oñ iso̩ kwo oko awa o̩lawñ muda,58
tak iso̩ ka ñwu jeko̩b kakini agba e̩ duje̩wñ ekpikpa le̩ ñwu mi je̩ agba todu o̩lami muda todu ku ma doduwñ ko̩ ido̩m le̩ de̩,126
taku jeko̩b kakini e̩ mo̩da o̩mo̩gbawe̩ du ta ñwu mi la ejodudu ta,66
oñ iso̩ kakini go omi ache ku kui ile e̩wñ oñ o̩da o̩mo̩gba ache ñwu mi ke,74
taku jeko̩b kakini go̩ ñwu mi eñinii ke tak i fu go̩ ñw u oñ i mo̩da o̩mo̩gbawñ du ta ñwu jeko̩b la,99
taku jeko̩b makala kpai uje̩wñ e̩gwa le̩ du ñw iso̩ oñ i je̩ i la ñmo̩ tak i kwane̩ i le wñ abe̩le̩ iso̩ fo̩da o̩mo̩gbawñ do̩ ribe̩te̩,134
aise̩k lewa ge̩rar owñ kpai abime̩le̩k kpalo,44
tak ukpo̩ta ño̩ dane̩ le̩ akpa ki chojoji ñw ukpo̩ta ejodudu eki kpa adiko ebraham le̩ oñ aise̩k nyi ge̩rar ugbo abime̩le̩k onu abo filistia,140
taku jihofa kwotejugede ñw u i kakini e̩ ki gwo̩ru nyijipti no e̩ kwogugu oj ane̩ eku naka ñw e̩,96
ge̩ne̩ ane̩i tak u nadugbowe̩ oñ nade̩nyo̩ ñw e̩ todu nakane̩i du ñw uwe̩ kpai ugbe̩we̩ alu ku go̩ ñw ebraham atawe̩ le̩ abe̩le̩ nache,134
naño̩ je̩ ñw ugbe̩we̩ ki wewe nyo̩gba dab awo ojale oñ nakane̩i du ñw ugbe̩we̩ omi la ade̩nyo̩ ñw abo uche̩ichi du ane̩ile̩i lef ugbe̩we̩,137
todabu kebraham gbomumi gbo̩ ki ño̩ fejute̩ e̩wñ ku du ñw u ki de kpai uko̩mi ku te̩ ñw u kpai uhio̩me̩mi kpai uko̩o̩lami,121
abe̩le̩ aise̩k kwogugu ge̩rar,29
oñ abo unyi le̩ te ene o̩la o̩yawñ i kakini o̩mayemi i che todu i chokpo eka ko̩yawñ tode̩gba kabo emi adumi kpa todu ribe̩ka i ka todu kowñ chuto̩ eju,151
oñ i lewatu abu ki do̩mo̩ kpo̩kpe̩ tak abime̩le̩k onu abo filistia le̩ nyope go oñ i li abu kaise̩k ache̩ñwe̩le̩ kpai ribe̩ka o̩yawñ,132
tak abime̩le̩k faise̩k do̩ i ka ñw u kakini go ochochi o̩yawe̩ i che abe̩ le ke̩ ka kowñ cho̩mayewe̩ tak aise̩k ka ñw u kakini todabu ku kakini tode̩gba ku naku toduwñ,167
oñ abime̩le̩k kakini e̩wñ cheke̩ che wai i ma gbegbe n e̩ne̩ka ma bo̩yawe̩ dachi oñ uwe̩ ma je̩ ñw a fudu fe̩,109
tak abime̩le̩k hi amone̩ le̩ du owu kakini e̩ne̩ du ki do̩wo̩kado e̩ne̩ kide̩ abe̩k o̩yawñ ekpa ma akpa e̩ne̩ le̩ chuu,118
tak aise̩k fe̩wñ gbe̩ ane̩ le̩ oñ i nawo ñw u ogume̩lu o̩do̩ le̩ gbage̩de̩ jihofa la de̩nyo̩ ñw u,97
oñ e̩ne̩ le̩ mud anana i nanana nana nyo̩gba waa gbogbo tak i mud anana ololo,77
e̩wñ ukpawñ chame̩wño̩re̩ egini kpai amokuno̩ amikonowñ laño̩ wewe tak abo filistia kwolie̩nawñ 15aluka obuga du kamadu atawñ gwa adiko ebraham atawñ abo filistia nike̩te̩ fukaji,178
tak abime̩le̩k ka ñw aise̩k kakini kwo buwa te̩ todu e̩ gbiti tuwa le nana me̩,78
abe̩le̩ aise̩k kwo̩mo̩ le̩ oñ i funyabowñ fa o̩go̩wo ge̩rar i la kwogugu o̩mo̩,78
aise̩k laño̩ dabi fobuga omi le̩ gwa ge̩ owñ cheku ma gwa adiko ebraham atawñ todu abo filistia fukaji abu kebraham leku i ño̩ doduwñ alu katawñ doduwñ lale,156
tak amadu aise̩k gwa o̩go̩wo le̩ ma la fobuga ekomiwñ abi kwef ane̩ li,70
tak abo ku ma dejutame̩wño̩re̩ ge̩rar tukana kpai abo ku ma dejutame̩wño̩re̩ aise̩k ma kakini omi le̩ awa ne̩ abe̩le̩ i dodu obuga le̩ ko̩ e̩se̩k todabu ku ma tukana kpai owñ,174
taku ma ño̩ fobuga omune̩ gwa ma laño̩ tukana ele̩ ge̩ oñ i dodu ele̩ ko sitna,78
oñ i kwo̩mo̩ i fobuga omune̩ gwa ma ño̩ tukana ele ge̩ n i la dodu ele̩ ko rehobo̩t  i kakini todu jihofa fuña fe̩ ñw a fai me̩ a ñabi amo̩ma wewe ane̩i,152
tak i kwo̩mo̩ le tu birshiba,28
oñ jihofa kwotejugede ñw u odu o̩jo̩ le̩ i kakini omi o̩jo̩ atawe̩ ebraham le̩ de̩ e̩ ki chokpo n todu komi dugbowe̩ u ñade̩nyo̩ ñw e̩ nache kugbe̩we̩ ki wewe nyo̩gba todu adumi ebraham,185
tak i fubo̩ iche̩bo̩ kpa o̩mo̩ oñ i fodu jihofa do̩ i laño̩ funyabowñ fa o̩mo̩ ge̩ o̩mo̩ amadu aise̩k laño̩ fobuga gwa ge̩,122
tak abime̩le̩k kpai ahusat onukuwñ kpai fiko̩l onu oguwñ kwo ge̩rar nyugbowñ,76
oñ aise̩k ka ñwu ma kakini e̩wñ chi ku me̩ wugbomi abu ku me̩ chulakami ku me̩ la fumi ne kwugbo me̩,100
ma kakini a li ejugede pee ka ki jihofa dugbowe̩ oñ a kakini kawa ki go̩ ñw o̩lawa owñ chawa kpai uwe̩ ka kpalo kpai uwe̩,121
ka kuwe̩ ache wa e̩bie̩ne̩ n alu kawa ma do̩wo̩kado uwe̩ n kawa ma che uwe̩ abu du n chai e̩nyo̩ kate ka ño̩ je̩ ñw e̩ lo kpai ure̩do̩ uwe̩ mud e̩ne̩ ki jihofa de̩nyo̩ ñw u fai me̩,180
tak i fo̩je̩ ojo hi ñwu ma oñ ma fe̩wñ je̩ ma la ñmo̩,53
oñ ma takpa kwane̩ oduduwñ ma la go̩ ñw o̩lama tak aise̩k fahite̩ma che oñ ma kwugbowñ le kpai ure̩do̩,102
oñ i lewatu o̩jo̩ le̩ kamadu aise̩k lewa ka o̩la obuga ku ma gwa le̩ ñw u ma ka ñw u kakini awa fomi li me̩,107
tak i doduwñ ko̩ shiba todule̩ odu ewo le̩ ko̩ birshiba gbogbo teñini,69
oñ e̩gba ko̩do̩ iso̩ jo̩ o̩gbo̩ meji i ne̩ judit o̩ma onobule̩ biri e̩ne̩ abo he̩t kpai basemat o̩ma onobule̩ e̩lo̩n e̩ne̩ abo he̩t cho̩ya,138
ama le̩ che̩wñ ke̩do̩ aise̩k kpai ribe̩ka kpabie̩,49
jeko̩b gba aise̩k ibe ki me̩nyo̩ le̩ gba,40
oñ i lewatu e̩gba kaise̩k mud ogijo kejuwñ de̩ bulubulu ki ma ño̩ gane̩ ge̩ n i fo̩ma o̩gbawñ iso̩ do̩ wa i ka ñw u kakini o̩mami oñ i dohi ñw u kakini omi de̩,159
tak i kakini go ta omi mud ogijo me̩ u la ma o̩jo̩ ukumi n,58
todule̩ agba me̩wñ o̩de̩we̩ ko fai owñ chahiagbawe̩ kpai o̩o̩do̩we̩ ke̩ nyegbili ke̩ kpe̩la ñwu mi,98
ke̩ fo̩je̩ e̩rinyo̩ hi ñwu mi o̩geku natene le̩ ke̩ muduwa ñwu mi ku naje̩ todu konugomi ki kadua ñw e̩ o̩gba tak u ku,118
ribe̩ka la heti agbo̩ e̩gba kaise̩k ko̩la ñw iso̩ o̩mawñ le̩ oñ iso̩ nyegbili ki do̩de̩ e̩la ki mu duwa,103
taku ribe̩ka ka ñwu jeko̩b o̩mawñ kakini go omi gbo̩ abu katawe̩ ko̩la ñw iso̩ o̩mayewe̩ i kakini,97
me̩lao̩de̩ duwa ñwu mi ke̩ fo̩je̩ e̩rinyo̩ hi ñw omi komi ku je̩ ku kadua ñw e̩ eju jihofa o̩gba tak u ku,105
todule̩ o̩mami e̩ nagbomumi ke̩ che alu ku nañwa ñw e̩i,55
nyugbo ame̩wño̩re̩ egini faifai ke̩ mamo̩ma ewo meji ki nyo̩ ko̩ kwo̩mo̩ wa ñwu mi ku nako ma che o̩je̩ e̩rinyo̩ todu atawe̩ alu ki atene le̩,141
tak uwe̩ ki du wugbo atawe̩ ki je̩ todu ki kadua ñw e̩ o̩gba tak i ku,69
jeko̩b muda ka ñwu ribe̩ka iyewñ kakini go iso̩ o̩mayemi le̩ chene̩ edudu o̩la nana o̩lami la de̩ bo̩lo̩bo̩lo̩,110
ikani atami ado̩wo̩cho̩lami tak i adabe̩ne̩ ku nacho uke̩ ejuwñ oñ nafama fa wa bo̩lami ma i che̩nyo̩ n,103
tak iyewñ ka ñw u kakini amawe̩ ki dojimi o̩mami omumi e̩ gbagbo̩ kate lo ke̩ mu ko wa,86
oñ i le namuma ko wugbo iyewñ tak iyewñ fo̩je̩ e̩rinyo̩ hi alu katawñ tene,74
taku ribe̩ka me̩wñ o̩la iso̩ o̩ma o̩gbawñ le̩ eki nyo̩ ko owñ cheki jugbowñ ef unyi oñ i mudu to̩la jeko̩b o̩mawñ kekele,120
tak i maño̩ amo̩ma ewo le̩ ko wenyu o̩wo̩wñ kpai o̩fawñ ugbo ki de̩ be̩lo̩bo̩lo̩,80
tak i mo̩je̩ e̩rinyo̩ kpai akala ki che ko nyo̩wo̩ o̩mawñ jeko̩b,64
tak i lewa ugbo atawñ i kakini atami oñ i dohi ñw u kakini omi de̩ uwe̩ e̩ne̩ de̩ o̩mami,88
taku jeko̩b ka ñw atawñ kakini omi iso̩ o̩mo̩gbawe̩ de̩ alu ke̩ ka ñwu mi u che me̩ e̩ kwane̩ gugu ke̩ je̩ e̩lao̩de̩mi konugowe̩ ki kadua ñwu mi,144
ama aise̩k ka ñw o̩mawñ kakini ab i le ke̩ hika li piopio abe̩i o̩mami oñ i kakini todabu ki jihofa o̩jo̩we̩ je̩ ñwu mi ku hika hiane̩,134
